"MATERIAL","LANGU","TXTMD"
"000000000020000392","E","NLTP D-xylose"
"000000000020000393","E","NLTP Scanpro MP1001"
"000000000020000394","E","Bộ lòng & xương đầu heo nóng NL"
"000000000020000395","E","Bột kem thực vật Premium Creamer Coco"
"000000000020000396","E","phi lê gà không da đông SH"
"000000000020000397","E","(Do not use) Plastic 77mm XL"
"000000000020000398","E","Tai heo đông lạnh nhập khẩu NL"
"000000000020000399","E","Lưỡi heo đông lạnh NL"
"000000000020000400","E","Hương bò GF080105-5"
"000000000020000401","E","Mũi heo đông lạnh nhập khẩu NL"
"000000000020000402","E","Transglutaminase Acelink T-H"
"000000000020000403","E","(Do not use) Nước mắm 35N 900ml"
"000000000020000404","E","Rau răm"
"000000000020000405","E","Ngò gai"
"000000000020000406","E","Đậu xanh không vỏ"
"000000000020000407","E","Đường vàng"
"000000000020000408","E","Dầu mè 250ml"
"000000000020000409","E","Mắm ruốc huế 500gr"
"000000000020000410","E","Mắm ruốc huế"
"000000000020000411","E","Mè trắng bốc vỏ"
"000000000020000412","E","Cơm mẻ 500gr"
"000000000020000413","E","Mắm tôm"
"000000000020000414","E","Hắc xì dầu LKK 500gr"
"000000000020000415","E","Muối tinh khiết (có iod)"
"000000000020000416","E","Chất bảo quản Galimax Limax 096"
"000000000020000417","E","Chất bảo quản Provian N"
"000000000020000418","E","Chất bảo quản Nisin Z"
"000000000020000419","E","NLTP Oleoresin Black Pepper 40/20"
"000000000020000420","E","NLTP Plasma Powder 70P"
"000000000020000421","E","PGTP Bột rong biển Carrageenan BLCR289"
"000000000020000422","E","PGTP Glucono delta lactone F5010"
"000000000020000423","E","NLTP Đạm đậu nành ISP Solpro"
"000000000020000424","E","Phi lê gà vụn LBC ĐL"
"000000000020000425","E","Sa tế tôm XO Cholimex 170 g"
"000000000020000426","E","Bột chanh Maggi 350 g"
"000000000020000427","E","Dầu mè Meizan 250ml"
"000000000020000428","E","NLTP Skim milk Powder"
"000000000020000429","E","Hương quế OGH11433"
"000000000020000430","E","Gạo thơm Thái"
"000000000020000431","E","PGTP Glucono delta lactone T"
"000000000020000432","E","Bột thịt gà Knorr"
"000000000020000433","E","Hương nướng GF130405-3"
"000000000020000434","E","Bột thảo quả"
"000000000020000435","E","Bột đại hồi"
"000000000020000436","E","Đậu Hà lan dạng hạt"
"000000000030000000","E","Băng keo 2 mặt vàng W18mm x L18m"
"000000000030000001","E","Băng keo G màu xanh 52 mic W24mm x 90Y"
"000000000030000002","E","Băng keo màu vàng W24mm x 80Y"
"000000000030000003","E","Băng keo trong W48mm x L100y"
"000000000030000004","E","Băng keo Wyn màu vàng 52 mic W24mmx90Y"
"000000000030000005","E","(Do not use) Bao lì xì - HQ Tết 2022"
"000000000030000006","E","Bao PP da heo đông lạnh 52x75x80g"
"000000000030000007","E","Bao PP mỡ heo đông lạnh 52x75x80g"
"000000000030000008","E","Bao PP thịt heo đông lạnh 52x75x80g"
"000000000030000009","E","Bao PP xương heo đông lạnh 52x75x80g"
"000000000030000010","E","Ca nhựa XXTT G 30gr – Ca 2lit"
"000000000030000011","E","Chỉ quấn"
"000000000030000012","E","(Do not use) Cover giấy Pate gan 250gr L"
"000000000030000013","E","(Do not use) Cover giấy Pate gan 90gr L2"
"000000000030000014","E","Cover trứng gà ác G khay 10 Ver1DC"
"000000000030000015","E","(Do not use) Cover trứng gà ác G khay 6"
"000000000030000016","E","Cuộn chỉ may bao PE 20"
"000000000030000017","E","Cuộn màng co PE dày 17mic (2.8kg/cuộn)"
"000000000030000018","E","Cuộn màng co PE W50cm (2.7kg/cuộn)"
"000000000030000019","E","Cuộn màng không in hàn miệng khay"
"000000000030000020","E","Cuộn màng XXTT G rau củ phô mai 30g x 5"
"000000000030000021","E","Cuộn màng XXTT G rau củ thịt nướng 30g"
"000000000030000022","E","Cuộn màng XXTT Wyn BBQ 20g x 5 cây"
"000000000030000023","E","Cuộn màng XXTT Wyn BBQ 35gx5 cây"
"000000000030000024","E","Cuộn màng XXTT Wyn phô mai 20g x 5 cây"
"000000000030000025","E","Cuộn màng XXTT Wyn phô mai 35gx5 cây"
"000000000030000026","E","Cuộn xốp hơi K500mm"
"000000000030000027","E","Dao nhựa PS CLQ L40xW10xD1.5mm"
"000000000030000028","E","Dây cước treo lạp xưởng D192mm"
"000000000030000029","E","Dây đai Mamachoice màu xanh lá W12mm"
"000000000030000030","E","Dây rút màu trắng W5mmxL50cmx100 sợi/gói"
"000000000030000031","E","Dây rút túi khô heo L100xW2.5mm"
"000000000030000032","E","Decal barcode bao tử cá L12xW25mm"
"000000000030000033","E","Decal giấy barcode trứng gà Wyn P10-L"
"000000000030000034","E","(Do not use) Decal giấy barcode trứng gà"
"000000000030000035","E","Decal giấy barcode trứng gà Wyn P6-L"
"000000000030000036","E","Decal giấy barcode trứng gà Wyn P6-XL"
"000000000030000037","E","(Do not use) Decal giấy in logo Mamachoi"
"000000000030000038","E","Decal giấy khô heo bơ tỏi 180g"
"000000000030000039","E","(Do not use) Decal giấy khô heo cháy tỏi"
"000000000030000040","E","Decal giấy không in XXTT L106xW80mm"
"000000000030000041","E","(Do not use) Decal giấy KM combo da cá D"
"000000000030000042","E","Decal giấy KM trứng Wyn mua 10 tặng 2"
"000000000030000043","E","Decal giấy lạp xưởng Mai Quế Lộ D20mm"
"000000000030000044","E","Decal giấy XX trứng muối classic 500g"
"000000000030000045","E","Decal giấy XX xông khói classic 500g"
"000000000030000046","E","(Do not use) Decal in date L50 x W25mm"
"000000000030000047","E","Decal PP barcode bắp giò xông khói"
"000000000030000048","E","Decal PP bò Canada hoàn tươi L125xW60mm"
"000000000030000049","E","Decal PP bò Úc hoàn tươi L125xW60mm"
"000000000030000050","E","Decal PP chả bò G 200g"
"000000000030000051","E","Decal PP chả bò G 500g"
"000000000030000052","E","Decal PP chả lụa 500g"
"000000000030000053","E","Decal PP chả lụa bì 200g"
"000000000030000054","E","(Do not use) Decal PP chả lụa bì 500g"
"000000000030000055","E","(Do not use) Decal PP chả lụa bì ớt cay"
"000000000030000056","E","Decal PP chả lụa bì ớt cay 500g"
"000000000030000057","E","Decal PP chả lụa bì ớt xiêm 200g 3DCLG"
"000000000030000058","E","(Do not use) Decal PP chả lụa bì ớt xiêm"
"000000000030000059","E","Decal PP chả lụa bì ớt xiêm 500g"
"000000000030000060","E","Decal PP chả lụa bì trứng muối 200g 2DC"
"000000000030000061","E","(Do not use) Decal PP chả lụa bì trứng m"
"000000000030000062","E","Decal PP chả lụa bì trứng muối 500g"
"000000000030000063","E","(Do not use) Decal PP chả lụa sụn gà nấm"
"000000000030000064","E","(Do not use) Decal PP chả lụa sụn gà nấm"
"000000000030000065","E","Decal PP chả lụa Wyn 200g"
"000000000030000066","E","Decal PP chả lụa Wyn 500g"
"000000000030000067","E","Decal PP Hot serving W105xL80mm"
"000000000030000068","E","Decal PP khay huyết 500g"
"000000000030000069","E","Decal PP thịt tươi L100xW56.5xR2mm"
"000000000030000070","E","Decal PP trắng không in L60xW40mm"
"000000000030000071","E","Giấy Decal (58x40)x30"
"000000000030000072","E","Giấy in nhiệt Hansol K80x65mm"
"000000000030000073","E","Giấy in nhiệt K57 x D38mm"
"000000000030000074","E","(Do not use) Giấy in nhiệt K80x45mm"
"000000000030000075","E","Gói hút ẩm 3g"
"000000000030000076","E","Gói hút ẩm Clay 1g"
"000000000030000077","E","Gói hút ẩm Clay 2g"
"000000000030000078","E","Gói hút oxy 20cc"
"000000000030000079","E","Gói hút oxy 50cc organic"
"000000000030000080","E","Hộp bánh trung thu mainstream A"
"000000000030000081","E","Hộp bánh trung thu mainstream B"
"000000000030000082","E","Hộp bánh trung thu premium A"
"000000000030000083","E","(Do not use) Hộp bánh trung thu premium"
"000000000030000084","E","Hộp bánh trung thu WYN L100xW50xH100mm"
"000000000030000085","E","(Do not use) Hộp cơm T750 L190xW135xH49m"
"000000000030000086","E","Hộp đựng 6 gói XXTT L90xW90xH130 mm"
"000000000030000087","E","Hộp đựng bắp giò xông khói L90xW90xW155"
"000000000030000088","E","Hộp đựng bộ 2 hủ gia vị"
"000000000030000089","E","(Do not use) Hộp đựng bộ 4 hủ gia vị L20"
"000000000030000090","E","Hộp đựng tạp dề W100 x H150 x W50 mm"
"000000000030000091","E","Hộp đựng trà sả lài Golife"
"000000000030000092","E","(Do not use) Hộp gạo ST25 1kg"
"000000000030000093","E","(Do not use) Hộp giấy burger bò Mỹ xốt B"
"000000000030000094","E","Hộp giấy Burger heo xốt BBQ"
"000000000030000095","E","(Do not use) Hộp giấy burger heo xốt Ter"
"000000000030000096","E","(Do not use) Hộp giấy chả bò que 12 cây"
"000000000030000097","E","(Do not use) Hộp giấy chả lụa bì 12 cây"
"000000000030000098","E","Hộp giấy chả lụa bì 12 cây x 50g 2DCLG"
"000000000030000099","E","Hộp giấy chả lụa bì ớt xiêm 12c x 50g 2D"
"000000000030000100","E","(Do not use) Hộp giấy chả lụa bì ớt xiêm"
"000000000030000101","E","Hộp giấy chả lụa phô mai 12 câyx40g"
"000000000030000102","E","Hộp giấy chả lụa sữa bắp 12 cây x40g"
"000000000030000103","E","Hộp giấy chả lụa Wyn 12 cây x 45gr"
"000000000030000104","E","(Do not use) Hộp giấy heo quay 300g W105"
"000000000030000105","E","(Do not use) Hộp giấy lạp xưởng Mai quế"
"000000000030000106","E","Hộp giấy lạp xưởng Mai quế lộ 500g"
"000000000030000107","E","Hộp giấy lạp xưởng MQL 200g"
"000000000030000108","E","Hộp giấy lạp xưởng MQL 500g"
"000000000030000109","E","Hộp giấy thủy sản mực ống"
"000000000030000110","E","Hộp giấy trứng gà ác G P10"
"000000000030000111","E","Hộp giấy trứng gà ác G P6"
"000000000030000112","E","Hộp lục giác Khô bò miếng 100gr"
"000000000030000113","E","Hộp lục giác lạp xưởng MQL 250gr"
"000000000030000114","E","Hộp lục giác lạp xưởng TT 250gr"
"000000000030000115","E","Hộp lục giác lạp xưởng vị GT WYN 250gr"
"000000000030000116","E","Hộp lục giác thịt heo sấy BBQ 100gr"
"000000000030000117","E","Hộp lục giác thịt heo sấy cay TX 100gr"
"000000000030000118","E","(Do not use) Hộp nhựa PP 2oz đựng sốt"
"000000000030000119","E","Hộp nhựa PP đựng óc heo"
"000000000030000120","E","(Do not use) Hộp nhựa PP Pate gan 250g"
"000000000030000121","E","Hộp quà chill tết 2022"
"000000000030000122","E","Hộp quà mainstream 1 tết 2022"
"000000000030000123","E","Hộp quà mainstream 2 tết 2022"
"000000000030000124","E","Hộp quà mainstream 3 tết 2022"
"000000000030000125","E","Hộp quà Tết 2022 – Becamex"
"000000000030000126","E","(Do not use) Hộp quà Tết 2022 - Mainstre"
"000000000030000127","E","(Do not use) Hộp quà Tết 2022 - Mainstre"
"000000000030000128","E","(Do not use) Hộp quà Tết 2022 - Mainstre"
"000000000030000129","E","Hộp quà Tết 2022 - Premium 01"
"000000000030000130","E","Hộp quà Tết 2022 - Premium 02"
"000000000030000131","E","Hộp quà Tết 2022 - Supper Premium"
"000000000030000132","E","Hộp quà Tết 2022 - Upper Mainstream 01"
"000000000030000133","E","Hộp quà Tết 2022 - Upper Mainstream 02"
"000000000030000134","E","(Do not use) Hộp quà Tết 2022 - Upper Ma"
"000000000030000135","E","Hộp quà trung thu mainstream"
"000000000030000136","E","(Do not use) Hộp quà trung thu premium"
"000000000030000137","E","Hộp quà trung thu WYN L350xW145xH85mm"
"000000000030000138","E","Hộp snack trung thu mainstream"
"000000000030000139","E","Hộp snack trung thu premium A"
"000000000030000140","E","(Do not use) Hộp snack trung thu premium"
"000000000030000141","E","Hộp snack trung thu WYN L100xW80xH180mm"
"000000000030000142","E","Hộp trà trung thu mainstream"
"000000000030000143","E","Hũ - Bộ hũ nhựa no.581"
"000000000030000144","E","Hũ hạt mix 4 loại - HQ Tết 2022"
"000000000030000145","E","Hũ nhựa gia vị"
"000000000030000146","E","Hủ nhựa Pet 517 D93xH107 mm"
"000000000030000147","E","Hủ nhựa XXTT 35gr"
"000000000030000148","E","Hủ nhựa XXTT G 30gr – Hủ 5kg"
"000000000030000149","E","Keo EVA trắng dạng thanh"
"000000000030000150","E","(Do not use) Khăn ướt L160 x W70 mm"
"000000000030000151","E","Khay giấy 30 trứng L295xW295xH45mm"
"000000000030000152","E","Khay hộp quà chill tết 2022"
"000000000030000153","E","Khay hộp quà mainstream 1 tết 2022"
"000000000030000154","E","Khay hộp quà mainstream 2 tết 2022"
"000000000030000155","E","Khay hộp quà mainstream 3 tết 2022"
"000000000030000156","E","Khay nhựa PET 10 trứng L241"
"000000000030000157","E","(Do not use) Khay nhựa PET 10 trứng L246"
"000000000030000158","E","Khay nhựa PET 12 trứng L288xW100xH65.5mm"
"000000000030000159","E","Khay nhựa PET 6 trứng"
"000000000030000160","E","Khay nhựa PET trong thịt tươi 300g"
"000000000030000161","E","Khay nhựa PET trong thịt tươi 500g"
"000000000030000162","E","Khay nhựa PP đen L140xW111xH60mm"
"000000000030000163","E","Khay nhựa PP đen L193xW138xH28mm"
"000000000030000164","E","Khay nhựa PP đen L193xW138xH40mm"
"000000000030000165","E","Khay PP đen chả cá nhân xốt G"
"000000000030000166","E","Khay quà trung thu WYN L346xW143xH55mm"
"000000000030000167","E","Khay xốp đen M14 L200xW145xH20mm"
"000000000030000168","E","Khay xốp đen TK2 L221xW143xH26mm"
"000000000030000169","E","Khay xốp trắng M14 L200xW145xH20mm"
"000000000030000170","E","Khay xốp trắng M16"
"000000000030000171","E","Kim bấm nhôm S632. Mã 219104. Dạng thanh"
"000000000030000172","E","(Do not use) Kim bấm nhôm S632. Mã 21911"
"000000000030000173","E","Leaflet combo lạp xưởng KM L180xW85mm"
"000000000030000174","E","(Do not use) Lon thiếc da cá vị trứng mu"
"000000000030000175","E","Lon thiếc da trứng muối 90 gr tết 2022"
"000000000030000176","E","Lưới extra T247 White 50M/cuộn"
"000000000030000177","E","(Do not use) Ly giấy C14, D89 x H112 mm"
"000000000030000178","E","Màng film bọc thực phẩm dày 14 mic"
"000000000030000179","E","(Do not use) Màng film PVC bọc thực phẩm"
"000000000030000180","E","(Do not use) Màng film PVC bọc thực phẩm"
"000000000030000181","E","(Do not use) Màng POF gấp đôi khổ 350mm/"
"000000000030000182","E","Màng POF gấp dụi khổ 350mm/dày 19mic"
"000000000030000183","E","Màng seal AL đan miếng hũ nhựa gia vị"
"000000000030000184","E","(Do not use) Màng túi nước mắm W140 x L1"
"000000000030000185","E","Manh lót rổ L1000xW800 x 40 mic"
"000000000030000186","E","Mành lót rổ L600 x W400 x 40 mic"
"000000000030000187","E","Mành lót rổ PE D100cm x R80cm x 40 mic"
"000000000030000188","E","Miếng thấm hút màu đen L130xW80mm"
"000000000030000189","E","Miếng thấm hút màu đen L140xW80mm"
"000000000030000190","E","(Do not use) Muỗng nhựa xanh L151 x W36m"
"000000000030000191","E","Mút xốp lớn chèn lót hộp quà SP"
"000000000030000192","E","Mút xốp nhỏ chèn lót hộp quà SP"
"000000000030000193","E","Nắp đáy lon thiếc D99mm"
"000000000030000194","E","Nắp hủ nhựa XXTT 35gr"
"000000000030000195","E","Nắp hủ nhựa, có quai, đục 3 lỗ, màu xanh"
"000000000030000196","E","(Do not use) Nắp ly giấy D90mm"
"000000000030000197","E","Nắp nhôm - Bộ hũ nhựa no.581"
"000000000030000198","E","Nắp nhôm cho hủ nhựa 517"
"000000000030000199","E","Nắp nhựa - Bộ hũ nhựa PET no.581"
"000000000030000200","E","(Do not use) Nắp nhựa cho hủ nhựa 517"
"000000000030000201","E","Nắp nhựa gia vị H18.6xD48.8mm"
"000000000030000202","E","(Do not use) Nắp nhựa hộp cơm T750 L189x"
"000000000030000203","E","Nắp nhựa lon thiếc da cá D99xH8mm"
"000000000030000204","E","Nắp nhựa PET khay 30 trứng"
"000000000030000205","E","(Do not use) Nắp nhựa PP Pate gan 250g"
"000000000030000206","E","(Do not use) Nắp tô giấy 881 D98mm"
"000000000030000207","E","(Do not use) Neck tag rượu hộp quà trung"
"000000000030000208","E","Nhãn decal dán nắp hủ khô tết"
"000000000030000209","E","Nhãn decal gia vị tiêu đen hạt"
"000000000030000210","E","Nhãn decal gia vị tiêu đen xay"
"000000000030000211","E","Nhãn decal gia vị tiêu sọ hạt"
"000000000030000212","E","Nhãn decal gia vị tiêu sọ xay"
"000000000030000213","E","Nhãn decal giấy giò sống 1kg"
"000000000030000214","E","Nhãn decal giấy giò sống 3kg"
"000000000030000215","E","(Do not use) Nhãn decal giấy Heo quay 30"
"000000000030000216","E","Nhãn decal giấy khô gà lá chanh 180g"
